'5375599','B462OCMC','Invalid','8726','2021-01-11 10:58:46','2021-06-13 07:35:46'
'5413001','B463M206','Invalid','7753','2021-01-11 10:58:50','2021-06-23 11:33:59'
'5403787','B4662PN0','Invalid','8965','2021-01-11 10:58:49','2021-06-25 18:33:38'
'6071599','B467CGZQ','Invalid','8166','2021-01-11 11:02:20','2021-06-23 17:09:45'
'5655283','B4680VKX','Invalid','8311','2021-01-11 11:00:32','2021-06-07 12:33:55'
'5993341','B469WO6N','Invalid','7968','2021-01-11 11:01:58','2021-06-02 17:10:46'
'5426353','B469YL53','Invalid','8636','2021-01-11 10:58:51','2021-06-23 19:43:44'
'5586835','B46B92YH','Invalid','8166','2021-01-11 11:00:23','2021-06-23 17:27:09'
'6285326','B46C5U17','Invalid','8360','2021-01-11 11:03:30','2021-06-08 07:46:44'
'5535161','B46CUVWB','Invalid','8166','2021-01-11 11:00:09','2021-06-23 17:28:06'
'6087452','B46DXQD4','Invalid','7422','2021-01-11 11:02:22','2021-06-01 21:42:24'
'6087103','B46F4SIY','Invalid','7422','2021-01-11 11:02:22','2021-06-01 21:40:41'
'5409358','B46I66V7','Invalid','8960','2021-01-11 10:58:49','2021-06-25 16:59:55'
'5496743','B46I8JUS','Invalid','7931','2021-01-11 11:00:04','2021-06-02 07:11:59'
'6089861','B46ILD82','Invalid','7422','2021-01-11 11:02:22','2021-06-01 21:42:50'
'6087051','B46JFFR7','Invalid','7422','2021-01-11 11:02:22','2021-06-01 21:44:13'
'5749938','B46LF938','Invalid','8846','2021-01-11 11:00:49','2021-06-24 09:31:09'
'5501375','B46LXQB7','Invalid','8560','2021-01-11 11:00:05','2021-06-17 06:16:28'
'5926910','B46MEO4E','Invalid','9045','2021-01-11 11:01:30','2021-06-27 21:23:03'
'5444309','B46NAXM6','Invalid','9044','2021-01-11 10:58:53','2021-06-27 20:18:25'
'6342283','B46PAUCT','Invalid','2771','2021-01-11 11:03:37','2021-06-12 15:17:14'
'6148785','B46QCHPV','Invalid','8166','2021-01-11 11:02:28','2021-06-23 16:57:46'
'6272980','B46QF3J2','Invalid','7422','2021-01-11 11:03:29','2021-06-01 21:43:27'
'6148757','B46R21XZ','Invalid','8566','2021-01-11 11:02:28','2021-06-11 09:07:43'
'6069963','B46RV9MO','Invalid','8649','2021-01-11 11:02:20','2021-06-12 07:47:39'
'6148786','B46TW8BW','Invalid','8166','2021-01-11 11:02:28','2021-06-23 16:57:31'
'5915304','B46XJD24','Invalid','8166','2021-01-11 11:01:29','2021-06-23 17:28:19'
'5889029','B46XUPD2','Invalid','8636','2021-01-11 11:01:26','2021-06-23 19:51:43'
'5850669','B46Z41GI','Invalid','9097','2021-01-11 11:01:10','2021-06-29 11:45:58'
'5655388','B46ZUYNT','Invalid','9032','2021-01-11 11:00:32','2021-06-27 15:01:30'
'6809616','B482B8HA','Invalid','7935','2021-01-11 11:12:07','2021-06-02 08:31:42'
'7156238','B483I1UJ','Invalid','8565','2021-01-11 11:14:18','2021-06-11 08:45:49'
'6834916','B483KC80','Invalid','8890','2021-01-11 11:12:10','2021-06-23 18:43:17'
'6559513','B483VJVP','Invalid','8095','2021-01-11 11:04:39','2021-06-04 10:20:02'
'6669513','B483VJVP','Valid',\N,'2021-01-11 11:09:51','2021-01-11 11:09:51'
'6752971','B483VJVP','Valid',\N,'2021-01-11 11:10:15','2021-01-11 11:10:15'
'6511803','B4849P2I','Invalid','8185','2021-01-11 11:04:34','2021-06-05 15:17:48'
'6621803','B4849P2I','Valid',\N,'2021-01-11 11:09:45','2021-01-11 11:09:45'
'6705261','B4849P2I','Valid',\N,'2021-01-11 11:10:09','2021-01-11 11:10:09'
'6794902','B4858U3X','Invalid','2771','2021-01-11 11:12:05','2021-06-07 12:05:41'
'6982499','B4890D93','Invalid','5504','2021-01-11 11:13:03','2021-06-27 22:23:01'
'7069947','B48AEO0K','Invalid','8560','2021-01-11 11:13:41','2021-06-24 12:50:39'
'6872782','B48BQTKG','Invalid','7422','2021-01-11 11:12:14','2021-06-01 21:43:50'
'7170494','B48C6FX5','Invalid','8166','2021-01-11 11:14:20','2021-06-23 16:59:00'
'7064497','B48IU9H0','Invalid','7691','2021-01-11 11:13:40','2021-06-09 19:49:21'
'7072011','B48LDOEX','Invalid','8832','2021-01-11 11:13:41','2021-06-21 20:47:13'
'6507015','B48O27LM','Invalid','7517','2021-01-11 11:04:34','2021-06-05 19:53:04'
'6617015','B48O27LM','Valid',\N,'2021-01-11 11:09:44','2021-01-11 11:09:44'
'6700473','B48O27LM','Valid',\N,'2021-01-11 11:10:08','2021-01-11 11:10:08'
'6893773','B48P1GEJ','Invalid','8166','2021-01-11 11:12:52','2021-06-23 17:26:06'
'6536975','B48QYGAX','Invalid','8166','2021-01-11 11:04:36','2021-06-23 17:05:13'
'6646975','B48QYGAX','Valid',\N,'2021-01-11 11:09:48','2021-01-11 11:09:48'
'6730433','B48QYGAX','Valid',\N,'2021-01-11 11:10:12','2021-01-11 11:10:12'
'6997814','B48RB3CX','Invalid','8560','2021-01-11 11:13:33','2021-06-17 06:14:46'
'7122124','B48TJGNP','Invalid','8166','2021-01-11 11:14:14','2021-06-23 17:03:50'
'6791716','B48WX0QT','Invalid','8166','2021-01-11 11:12:04','2021-06-23 17:37:19'
'7080727','B48XFT3H','Invalid','8560','2021-01-11 11:13:42','2021-06-24 12:48:57'
'6539812','B48XGCO9','Invalid','8640','2021-01-11 11:04:37','2021-06-12 01:24:39'
'6649812','B48XGCO9','Valid',\N,'2021-01-11 11:09:49','2021-01-11 11:09:49'
'6733270','B48XGCO9','Valid',\N,'2021-01-11 11:10:12','2021-01-11 11:10:12'
'6951091','B48ZNN2I','Invalid','8881','2021-01-11 11:12:58','2021-06-23 11:54:59'
'10027006','B490G00S','Invalid','8636','2021-01-11 12:30:18','2021-06-23 19:49:08'
'9895803','B4914HWM','Invalid','3045','2021-01-11 12:29:50','2021-06-23 10:04:46'
'9081385','B49APOC1','Invalid','8857','2021-01-11 12:01:09','2021-06-22 17:33:03'
'10005122','B49B4O82','Invalid','7422','2021-01-11 12:30:16','2021-06-01 21:47:50'
'9973455','B49FV7UP','Invalid','3045','2021-01-11 12:30:12','2021-06-23 10:09:26'
'9145591','B49G2LNE','Invalid','9056','2021-01-11 12:01:17','2021-06-28 11:33:52'
'9968855','B49GYLJP','Invalid','8560','2021-01-11 12:30:12','2021-06-17 06:19:11'
'9940079','B49JBPVX','Invalid','8166','2021-01-11 12:30:08','2021-06-23 17:37:37'
'9855113','B49JGIZ3','Invalid','8011','2021-01-11 12:29:45','2021-06-03 09:06:07'
'9092428','B49K1YIY','Invalid','8636','2021-01-11 12:01:10','2021-06-23 19:51:13'
'9944702','B49OAF0G','Invalid','8948','2021-01-11 12:30:08','2021-06-25 10:56:39'
'9022481','B49PQNWE','Invalid','8560','2021-01-11 12:00:09','2021-06-17 06:13:30'
'9081384','B49QY2DW','Invalid','8857','2021-01-11 12:01:09','2021-06-22 17:32:07'
'9989975','B49TI7PF','Invalid','8166','2021-01-11 12:30:14','2021-06-23 17:29:26'
'9971545','B49Z3DQ6','Invalid','8636','2021-01-11 12:30:12','2021-06-23 19:47:54'
'9974359','B49ZA9NP','Invalid','8166','2021-01-11 12:30:12','2021-06-23 17:31:11'
'9781544','B4A0SZVT','Invalid','8166','2021-01-11 12:28:49','2021-06-23 17:06:06'
'9665721','B4A1QU55','Invalid','8930','2021-01-11 12:28:09','2021-06-24 21:52:16'
'9314590','B4A34BA2','Invalid','449','2021-01-11 12:23:20','2021-06-02 08:00:17'
'9258367','B4A5T8VV','Invalid','8732','2021-01-11 12:02:24','2021-06-13 08:54:33'
'9666992','B4A655BC','Invalid','8930','2021-01-11 12:28:09','2021-06-24 21:51:14'
'9392050','B4A7OWAA','Invalid','8166','2021-01-11 12:24:00','2021-06-23 17:26:31'
'9666093','B4A9NBU6','Invalid','8636','2021-01-11 12:28:09','2021-06-23 19:51:38'
'9721437','B4AJ1YID','Invalid','8636','2021-01-11 12:28:41','2021-06-23 19:49:51'
'9602119','B4AJVTMY','Invalid','8069','2021-01-11 12:28:02','2021-06-04 07:55:26'
'9237340','B4ALN04W','Invalid','3045','2021-01-11 12:02:22','2021-06-23 10:05:32'
'9781126','B4ALNBMW','Invalid','8636','2021-01-11 12:28:48','2021-06-23 19:48:48'
'9666739','B4ALZTA4','Invalid','8930','2021-01-11 12:28:09','2021-06-24 21:49:48'
'9747019','B4AOLX27','Invalid','9044','2021-01-11 12:28:44','2021-06-27 20:16:23'
'9411097','B4AYNEI9','Invalid','8636','2021-01-11 12:24:03','2021-06-23 19:45:51'
'9271009','B4B2OARP','Invalid','8636','2021-01-11 12:23:01','2021-06-23 19:49:34'
'9356336','B4B3OCK7','Invalid','8560','2021-01-11 12:23:31','2021-06-17 06:12:48'
'9357504','B4B5KOYA','Invalid','7431','2021-01-11 12:23:31','2021-06-13 16:54:35'
'9203541','B4BCS2JF','Invalid','8890','2021-01-11 12:02:04','2021-06-23 18:39:57'
'9034045','B4BOSM2T','Invalid','8636','2021-01-11 12:00:22','2021-06-23 19:49:41'
'9298633','B4C6JJ3C','Invalid','8636','2021-01-11 12:23:11','2021-06-23 19:47:02'
'8920516','B4CLMTMF','Invalid','7901','2021-01-11 11:55:05','2021-06-01 20:42:22'
'9440677','B4CZFGT7','Invalid','8977','2021-01-11 12:25:51','2021-06-26 05:41:37'
'8567049','B4D6D9EA','Invalid','8166','2021-01-11 11:24:06','2021-06-23 17:29:11'
'8486078','B4D6LMFJ','Invalid','8571','2021-01-11 11:23:37','2021-06-11 09:54:56'
'8440620','B4D8NZ1Z','Invalid','8593','2021-01-11 11:23:32','2021-06-12 09:06:13'
'8364416','B4DALHMA','Invalid','2813','2021-01-11 11:23:03','2021-06-10 10:37:56'
'8314797','B4DDVJK8','Invalid','8016','2021-01-11 11:22:56','2021-06-04 09:05:46'
'8486038','B4DEL42X','Invalid','8571','2021-01-11 11:23:37','2021-06-11 09:54:39'
'8393267','B4DG38YJ','Invalid','8166','2021-01-11 11:23:07','2021-06-23 17:00:54'
'8483350','B4DHELI3','Invalid','8560','2021-01-11 11:23:37','2021-06-17 06:23:23'
'8333554','B4DORBO2','Invalid','2813','2021-01-11 11:22:59','2021-06-10 10:43:09'
'8360463','B4DRJAVT','Invalid','2813','2021-01-11 11:23:03','2021-06-10 10:43:55'
'8435080','B4DRUUPJ','Invalid','8035','2021-01-11 11:23:31','2021-06-03 15:43:17'
'8312165','B4DSNAJF','Invalid','7865','2021-01-11 11:22:56','2021-06-01 14:27:31'
'7348785','B4E1E399','Invalid','8810','2021-01-11 11:15:32','2021-06-18 18:36:11'
'7350864','B4E1J683','Invalid','8095','2021-01-11 11:15:32','2021-06-04 10:21:06'
'7495035','B4E49IOG','Invalid','7691','2021-01-11 11:16:15','2021-06-09 19:45:46'
'7740676','B4E6JA1U','Invalid','8166','2021-01-11 11:18:11','2021-06-23 17:24:29'
'7481344','B4E6WJIJ','Invalid','8166','2021-01-11 11:16:13','2021-06-23 17:08:26'
'7595842','B4EEWID2','Invalid','5504','2021-01-11 11:17:20','2021-06-27 22:15:50'
'7706865','B4EHMIU5','Invalid','9044','2021-01-11 11:18:06','2021-06-27 20:19:13'
'7507537','B4EIR795','Invalid','8343','2021-01-11 11:16:16','2021-06-07 21:05:28'
'7702583','B4EKN7MS','Invalid','8636','2021-01-11 11:18:06','2021-06-23 19:43:53'
'7693981','B4EMO0T9','Invalid','8809','2021-01-11 11:18:04','2021-06-18 16:22:01'
'7682817','B4ERAQNL','Invalid','8636','2021-01-11 11:18:02','2021-06-23 19:51:22'
'7658162','B4ERUPWB','Invalid','7691','2021-01-11 11:17:59','2021-06-09 19:39:00'
'7495075','B4EWHB51','Invalid','7691','2021-01-11 11:16:15','2021-06-09 19:46:00'
'8001873','B4F0GNQP','Invalid','7852','2021-01-11 11:20:00','2021-06-01 11:02:20'
'8040835','B4F1PZ7W','Invalid','8166','2021-01-11 11:20:08','2021-06-23 17:05:47'
'8040675','B4F255JI','Invalid','8166','2021-01-11 11:20:08','2021-06-23 17:04:03'
'8046821','B4F2I12X','Invalid','8752','2021-01-11 11:20:09','2021-06-26 09:34:36'
'8059828','B4F2XRDB','Invalid','8298','2021-01-11 11:20:12','2021-06-07 09:59:41'
'7800315','B4F4BJK9','Invalid','8218','2021-01-11 11:18:46','2021-06-09 19:32:56'
'8040795','B4F4Y95P','Invalid','8166','2021-01-11 11:20:08','2021-06-23 17:04:37'
'7787256','B4F5YMPW','Invalid','8636','2021-01-11 11:18:43','2021-06-23 19:51:01'
'8071017','B4F82MGF','Invalid','8641','2021-01-11 11:20:14','2021-06-12 09:29:34'
'8038546','B4F9YZL3','Invalid','8636','2021-01-11 11:20:07','2021-06-23 19:43:36'
'7814782','B4FEO96O','Invalid','8218','2021-01-11 11:18:48','2021-06-06 07:50:38'
'7932585','B4FGZD72','Invalid','942','2021-01-11 11:19:35','2021-06-03 13:48:38'
'8063964','B4FH0U1N','Invalid','8298','2021-01-11 11:20:13','2021-06-07 10:00:54'
'7814662','B4FIETJ0','Invalid','8218','2021-01-11 11:18:48','2021-06-09 19:38:16'
'8023759','B4FK3K03','Invalid','8347','2021-01-11 11:20:04','2021-06-08 07:31:27'
'8040755','B4FL3M0Q','Invalid','8166','2021-01-11 11:20:08','2021-06-23 17:06:21'
'8023799','B4FLC8D5','Invalid','8347','2021-01-11 11:20:04','2021-06-08 07:31:54'
'8040715','B4FM5EGZ','Invalid','8166','2021-01-11 11:20:08','2021-06-23 17:04:58'
'8035156','B4FM61LB','Invalid','7901','2021-01-11 11:20:06','2021-06-01 19:55:13'
'7786136','B4FOQ2IY','Invalid','8636','2021-01-11 11:18:43','2021-06-23 19:51:09'
'7940645','B4FRG53W','Invalid','8560','2021-01-11 11:19:36','2021-06-17 06:20:40'
'8035276','B4FRNA2Q','Invalid','7901','2021-01-11 11:20:06','2021-06-01 19:54:27'
'7985561','B4FRPQT2','Invalid','9025','2021-01-11 11:19:57','2021-06-27 13:12:10'
'7898860','B4FRU59P','Invalid','5504','2021-01-11 11:19:31','2021-06-27 22:29:32'
'7991046','B4FTP6RI','Invalid','8801','2021-01-11 11:19:58','2021-06-17 16:20:18'
'8040595','B4FVD0SZ','Invalid','8166','2021-01-11 11:20:08','2021-06-23 17:04:18'
'8040635','B4FVG7VP','Invalid','8166','2021-01-11 11:20:08','2021-06-23 17:05:30'
'7875687','B4FYDKGA','Invalid','8636','2021-01-11 11:19:28','2021-06-23 19:45:48'
'7911541','B4FZL30J','Invalid','942','2021-01-11 11:19:33','2021-06-03 13:54:03'
'3134293','B4G0DJ1G','Invalid','5504','2021-01-11 10:44:57','2021-06-27 22:17:06'
'3181463','B4G2S44D','Invalid','8166','2021-01-11 10:45:03','2021-06-23 17:25:37'
'3064891','B4G6FJ5F','Invalid','8278','2021-01-11 10:40:44','2021-06-06 21:38:50'
'3011480','B4G7B001','Invalid','5504','2021-01-11 10:40:38','2021-06-27 22:17:36'
'3117159','B4GE2ETK','Invalid','7691','2021-01-11 10:44:55','2021-06-08 18:20:09'
'3011154','B4GPHQOI','Invalid','5504','2021-01-11 10:40:38','2021-06-27 22:16:37'
'3070689','B4GXS7TB','Invalid','8225','2021-01-11 10:40:45','2021-06-06 08:48:21'
'3923993','B4J23JE2','Invalid','8834','2021-01-11 10:49:19','2021-06-21 21:33:44'
'3865282','B4J3I0K7','Invalid','8153','2021-01-11 10:49:13','2021-06-05 07:45:22'
'3989088','B4JB4O3N','Invalid','8726','2021-01-11 10:49:37','2021-06-13 07:35:18'
'4015120','B4JDA7TK','Invalid','7691','2021-01-11 10:49:40','2021-06-09 19:38:35'
'3958944','B4JFJ0YU','Invalid','9044','2021-01-11 10:49:34','2021-06-27 20:17:55'
'3903978','B4JRW7OP','Invalid','8499','2021-01-11 10:49:17','2021-06-12 08:03:45'
'3815698','B4JVC7X4','Invalid','8548','2021-01-11 10:48:58','2021-06-11 08:51:20'
'4030343','B4JZJDM0','Invalid','8166','2021-01-11 10:49:42','2021-06-23 16:45:24'
'1133207','B4K072HC','Invalid','8560','2021-01-04 09:44:08','2021-06-17 06:20:16'
'1027602','B4K3QN0G','Invalid','8560','2021-01-04 09:43:41','2021-06-17 06:14:25'
'1174751','B4K5N4RU','Invalid','8538','2021-01-04 09:44:12','2021-06-10 20:32:06'
'1170660','B4KAUTHC','Invalid','8930','2021-01-04 09:44:12','2021-06-24 21:52:59'
'1129876','B4KB1Z0J','Invalid','8298','2021-01-04 09:44:08','2021-06-07 10:06:37'
'1223702','B4KH75H5','Invalid','8974','2021-01-04 09:44:17','2021-06-25 21:50:14'
'1121755','B4KKXQE4','Invalid','7691','2021-01-04 09:43:50','2021-06-09 19:38:22'
'1030060','B4KML7KT','Invalid','8560','2021-01-04 09:43:41','2021-06-17 06:22:43'
'1182882','B4KMUIBE','Invalid','7901','2021-01-04 09:44:13','2021-06-01 20:39:39'
'1137642','B4KMW5QN','Invalid','8166','2021-01-04 09:44:09','2021-06-23 17:29:44'
'1141582','B4KTZXPT','Invalid','8166','2021-01-04 09:44:09','2021-06-23 17:14:25'
'1019335','B4KU5JTR','Invalid','8211','2021-01-04 09:43:40','2021-06-06 00:30:36'
'1208899','B4KY66BI','Invalid','9071','2021-01-04 09:44:15','2021-06-28 18:36:22'
'1141542','B4KZPJYC','Invalid','8166','2021-01-04 09:44:09','2021-06-23 17:15:32'
'1241373','B4L8HFXH','Invalid','7691','2021-01-04 09:46:44','2021-06-09 19:38:48'
'1241475','B4LB2KXH','Invalid','8313','2021-01-04 09:46:44','2021-06-07 12:37:58'
'1500072','B4MIPMQK','Invalid','8115','2021-01-04 09:47:31','2021-06-04 13:33:29'
'1483820','B4MN3329','Invalid','7901','2021-01-04 09:47:30','2021-06-01 20:28:38'
'1474166','B4MTEPBR','Invalid','8299','2021-01-04 09:47:29','2021-06-07 10:09:37'
'2653950','B4N133LO','Invalid','8890','2021-01-11 10:38:23','2021-06-23 18:42:50'
'2585953','B4N1XRO1','Invalid','7691','2021-01-11 10:37:43','2021-06-09 19:49:54'
'2553638','B4N7KGB5','Invalid','2562','2021-01-11 10:37:39','2021-06-17 17:59:06'
'2680354','B4N7MHA2','Invalid','7937','2021-01-11 10:38:26','2021-06-02 11:20:32'
'2635581','B4N8I3HW','Invalid','8021','2021-01-11 10:37:48','2021-06-03 14:07:29'
'2612650','B4N8KDTJ','Invalid','5770','2021-01-11 10:37:46','2021-06-10 18:44:34'
'2585993','B4N9HUPO','Invalid','7691','2021-01-11 10:37:43','2021-06-09 19:49:38'
'2614640','B4NHPYI0','Invalid','1164','2021-01-11 10:37:46','2021-06-23 15:08:04'
'2560896','B4NI29EU','Invalid','8166','2021-01-11 10:37:40','2021-06-23 17:09:26'
'2589085','B4NIZV5V','Invalid','7935','2021-01-11 10:37:43','2021-06-02 08:50:15'
'2635541','B4NJ01UY','Invalid','8021','2021-01-11 10:37:48','2021-06-03 14:07:52'
'2642003','B4NL0MK5','Invalid','8166','2021-01-11 10:37:49','2021-06-23 17:14:41'
'2619879','B4NM9Y6O','Invalid','8899','2021-01-11 10:37:46','2021-06-23 23:42:56'
'2635621','B4NMNZGF','Invalid','8021','2021-01-11 10:37:48','2021-06-03 14:07:09'
'2641175','B4NRBGZ8','Invalid','8016','2021-01-11 10:37:49','2021-06-03 09:41:45'
'2585873','B4NSY7F7','Invalid','7691','2021-01-11 10:37:43','2021-06-09 19:50:36'
'2593682','B4NYX8NP','Invalid','8016','2021-01-11 10:37:44','2021-06-03 09:42:28'
'2865943','B4O12ER7','Invalid','8934','2021-01-11 10:39:16','2021-06-24 23:46:30'
'2886448','B4O1H4KX','Invalid','7836','2021-01-11 10:39:26','2021-06-16 19:21:37'
'2836239','B4O2MFB2','Invalid','8021','2021-01-11 10:39:12','2021-06-03 11:43:24'
'2911958','B4O3QIDT','Invalid','7691','2021-01-11 10:39:28','2021-06-08 17:58:00'
'2868832','B4O3V1A4','Invalid','8981','2021-01-11 10:39:24','2021-06-27 02:07:19'
'2887573','B4O3YN43','Invalid','8560','2021-01-11 10:39:26','2021-06-17 06:13:59'
'2807192','B4O4LSUT','Invalid','8189','2021-01-11 10:39:09','2021-06-05 15:54:14'
'2836240','B4O5PE7N','Invalid','8021','2021-01-11 10:39:12','2021-06-03 11:43:47'
'2827369','B4O5V8SQ','Invalid','9044','2021-01-11 10:39:11','2021-06-27 20:18:38'
'2891468','B4O8C7VB','Invalid','7935','2021-01-11 10:39:26','2021-06-02 08:45:09'
'2925356','B4O8VSQF','Invalid','2771','2021-01-11 10:39:30','2021-06-07 12:05:21'
'2811460','B4OAIMKS','Invalid','5788','2021-01-11 10:39:10','2021-06-01 19:32:23'
'2798174','B4OC655W','Invalid','8376','2021-01-11 10:39:08','2021-06-08 14:50:02'
'2809959','B4ODX6UW','Invalid','8034','2021-01-11 10:39:09','2021-06-07 08:34:54'
'2810507','B4OEN3KD','Invalid','3804','2021-01-11 10:39:10','2021-06-09 12:30:31'
'2912404','B4OF7B8K','Invalid','8568','2021-01-11 10:39:29','2021-06-11 09:35:49'
'2955372','B4OFELDZ','Invalid','9124','2021-01-11 10:39:33','2021-06-30 09:38:23'
'2879954','B4OFTWP3','Invalid','4042','2021-01-11 10:39:25','2021-06-24 15:11:31'
'2836241','B4OGC2CX','Invalid','8021','2021-01-11 10:39:12','2021-06-03 11:42:49'
'2912018','B4OH9BNY','Invalid','8568','2021-01-11 10:39:29','2021-06-11 09:35:21'
'2905112','B4OHX89H','Invalid','8939','2021-01-11 10:39:28','2021-06-25 07:34:16'
'2891502','B4OI7YO1','Invalid','9044','2021-01-11 10:39:26','2021-06-27 20:19:01'
'2870317','B4OIBCJ1','Invalid','9055','2021-01-11 10:39:24','2021-06-28 10:56:49'
'2793405','B4OJ1XLZ','Invalid','8910','2021-01-11 10:39:08','2021-06-24 12:00:36'
'2922677','B4OK2C6P','Invalid','9069','2021-01-11 10:39:30','2021-06-28 18:20:19'
'2954600','B4OKLIHG','Invalid','8272','2021-01-11 10:39:33','2021-06-06 20:26:41'
'2806137','B4OKXNKH','Invalid','1105','2021-01-11 10:39:09','2021-06-17 17:12:00'
'2810437','B4OLA0VC','Invalid','8166','2021-01-11 10:39:09','2021-06-21 15:32:51'
'2807158','B4OLX3EL','Invalid','8801','2021-01-11 10:39:09','2021-06-17 16:21:38'
'2954593','B4OMPN6U','Invalid','8768','2021-01-11 10:39:33','2021-06-13 17:30:08'
'2891344','B4OP2IC4','Invalid','7935','2021-01-11 10:39:26','2021-06-02 08:37:47'
'2883632','B4OQO1YX','Invalid','7430','2021-01-11 10:39:25','2021-06-03 16:50:31'
'2782777','B4OROJBE','Invalid','8035','2021-01-11 10:39:06','2021-06-03 15:48:06'
'2850174','B4OSRETN','Invalid','8846','2021-01-11 10:39:14','2021-06-22 09:28:41'
'2811744','B4OSY8TU','Invalid','8166','2021-01-11 10:39:10','2021-06-21 15:33:24'
'2801824','B4OUGDVG','Invalid','8614','2021-01-11 10:39:09','2021-06-11 19:02:12'
'2911589','B4OWGZNW','Invalid','8725','2021-01-11 10:39:28','2021-06-13 07:56:23'
'2767631','B4OZYULB','Invalid','8857','2021-01-11 10:39:05','2021-06-22 17:32:44'
'2120641','B4P2DJOO','Invalid','8585','2021-01-11 10:33:50','2021-06-11 13:32:13'
'2006779','B4P3ET14','Invalid','8930','2021-01-11 10:30:25','2021-06-24 21:53:20'
